"IDENTIFIANT";"NDEG_FINESS_RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
"8000157292022";"800015729";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8000157292023";"800015729";"2023";2;;;1;;;;;;;;1;;;;;;;;;;;;;;
"8000160992023";"800016099";"2023";1;;;1;;;;;;;;;;1;;;;;;1;;;;;;
"8000164952022";"800016495";"2022";;;;;;;;;;;;;;1;;1;;;;;;1;;;;1
"8000167272022";"800016727";"2022";;;;;;;;;;;;;;1;;;1;;;;1;;;;;
"8000167762023";"800016776";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8000167922023";"800016792";"2023";1;1;;1;;;;;;;;;;;;;;;;;;;;;;
"8000168182021";"800016818";"2021";;;;;;;;;;;;;;2;;;;;;1;;;;;1;
"8000168182022";"800016818";"2022";;;;;;;;;;;;;;4;;;;;;2;;;;;2;
"8000168182023";"800016818";"2023";2;1;1;1;;;;;;;;;;1;;;;;;1;;;;;;
"8000169662021";"800016966";"2021";6;1;3;1;1;;3;;;;;;;8;1;;;;;3;;;;;3;1
"8000169662022";"800016966";"2022";;;;;;;;;;;;;;4;;;;;;;;;;;4;
"8000169662023";"800016966";"2023";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"8000169902021";"800016990";"2021";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"8000169902023";"800016990";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8000172042021";"800017204";"2021";7;6;1;;;;;;;;;1;;2;;;1;;;1;;;;;;
"8000172042022";"800017204";"2022";1;1;;;;;;;;;;;;3;1;;;;;1;;;;;1;
"8000172042023";"800017204";"2023";1;;;1;;;;;;;;;;1;;;;;;;;;;;;
"8000172532022";"800017253";"2022";1;;1;;;;1;;;;;;;;;;;;;;;;;;;
"8000173292021";"800017329";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8000173452022";"800017345";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8000173452023";"800017345";"2023";;;;;;;;;;;;;;2;1;;;;;1;;;;;;
"8000173452024";"800017345";"2024";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8000173602022";"800017360";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000174442023";"800017444";"2023";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"8000175272022";"800017527";"2022";;;;;;;;;;;;;;7;;;;;;1;;;;;6;
"8000175272023";"800017527";"2023";1;;;;;;;;;;;1;;1;;;;;;;;;;;1;
"8000175352022";"800017535";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000175352023";"800017535";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"8000175682021";"800017568";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000175682022";"800017568";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8000179722023";"800017972";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8000181862021";"800018186";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000181862022";"800018186";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8000181862023";"800018186";"2023";2;;;;;;1;;;;;;;3;;;;;;1;;;;;1;
"8000182282022";"800018228";"2022";4;;;2;;;;;;;;2;;;;;;;;;;;;;;
"8000182282023";"800018228";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8000184002021";"800018400";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8000184002023";"800018400";"2023";2;1;;;;;1;;;;;;;1;;;;;;1;;;;;;
"8000184752021";"800018475";"2021";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"8000188142021";"800018814";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000189392021";"800018939";"2021";;;;;;;;;;;;;;1;1;;1;;;;;;;;;
"8000189392023";"800018939";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8000191842021";"800019184";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000191842022";"800019184";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000193252022";"800019325";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8000193252023";"800019325";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8000194322023";"800019432";"2023";1;;;;;;;1;;;;;;;;;;;;;;;;;;
"8000195562023";"800019556";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000198872021";"800019887";"2021";1;;1;;;;;;;;;;;1;;;;;;;;;;;1;
"8000200422023";"800020042";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000202732023";"800020273";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"8000202992023";"800020299";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8000204222022";"800020422";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000204222023";"800020422";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"8000205392024";"800020539";"2024";;;;;;;;;;;;;;1;;;;;;;;;;;;
"8000206462023";"800020646";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8000206612021";"800020661";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"8000206612023";"800020661";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000207602023";"800020760";"2023";1;;1;1;;;;;;;;;;;;;;;;;;;;;;
"8000208282023";"800020828";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8000208852021";"800020885";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000210652023";"800021065";"2023";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"8000212892023";"800021289";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000213052023";"800021305";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"8000215942024";"800021594";"2024";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8000218002023";"800021800";"2023";;;;;;;;;;;;;;2;;;;;;2;;;;;1;
"800023892023";"80002389";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"800062242024";"80006224";"2024";1;;;1;1;;;;;;;;;;;;;;;;;;;;;
"800105232023";"80010523";"2023";1;1;1;1;1;;1;;;;;;;;;;;;;;;;;;;
"8100002242021";"810000224";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8100002242022";"810000224";"2022";1;;;;;;;;;;;1;;2;;1;1;;;;;;;;;
"8100002242023";"810000224";"2023";;;;;;;;;;;;;;3;;;1;;;1;;1;;;;
"8100002322023";"810000232";"2023";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"8100004482021";"810000448";"2021";1;;;;1;;1;;;;;;;;;;;;;;;;;;;
"8100004482022";"810000448";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8100005052021";"810000505";"2021";;;;;;;;;;;;;;8;;;5;;1;2;;;;;;
"8100005052022";"810000505";"2022";;;;;;;;;;;;;;12;1;;11;;;;;;;;;
"8100005052023";"810000505";"2023";4;;;3;;;2;;;;;;;5;;;4;;1;;;;;;;
"8100005132021";"810000513";"2021";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"8100005132022";"810000513";"2022";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;
"8100005212022";"810000521";"2022";1;;;1;;1;;;;;;;;1;1;;1;;;;;;;;;
"8100005212023";"810000521";"2023";;;;;;;;;;;;;;2;;;;;;2;;;;;1;
"8100005472021";"810000547";"2021";;;;;;;;;;;;;;3;1;;1;;;1;1;;;;;
"8100005622021";"810000562";"2021";;;;;;;;;;;;;;4;;1;1;1;;1;;;;;;1
"8100005622022";"810000562";"2022";;;;;;;;;;;;;;2;;1;;;;;1;;;;;
"8100041502023";"810004150";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;1;
"8100042002022";"810004200";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;1
"8100042002023";"810004200";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8100049782022";"810004978";"2022";1;;;;;1;;;;;;;;;;;;;;;;;;;;
"8100049782023";"810004978";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8100073692023";"810007369";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8100098522023";"810009852";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;1;
"8100113462022";"810011346";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8101011702021";"810101170";"2021";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8101011702022";"810101170";"2022";2;1;;;1;;;;;;;;;5;1;1;2;;;1;;1;;;1;2
"8101011702023";"810101170";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8101014442022";"810101444";"2022";1;;1;;;;;;;;;;;1;;;1;;;;;;;;;
"8200000322021";"820000032";"2021";;;;;;;;;;;;;;7;;1;2;1;;1;;;;;;2
"8200000322022";"820000032";"2022";3;;1;;;;1;1;;;;;;5;;;2;;1;2;;;;;;
"8200000322023";"820000032";"2023";13;2;2;10;;;1;;;;;;;4;1;1;;;;1;1;;;;1;
"8200000402021";"820000040";"2021";;;;;;;;;;;;;;3;;;;;;1;;2;;;;
"8200000402022";"820000040";"2022";1;;1;1;;;;;;;;;1;;;;;;;;;;;;;
"8200000572021";"820000057";"2021";;;;;;;;;;;;;;2;;;2;;;;1;;;;;
"8200000572022";"820000057";"2022";1;;;1;1;;;;;;;;;7;2;;2;;;2;1;1;;;;1
"8200000572023";"820000057";"2023";;;;;;;;;;;;;;4;;;2;;;2;2;;;;;
"8200000572024";"820000057";"2024";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"8200000652021";"820000065";"2021";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"8200000652023";"820000065";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"8200001802022";"820000180";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8200004122021";"820000412";"2021";;;;;;;;;;;;;;1;;;1;1;;;;;;;;
"8200004122023";"820000412";"2023";1;;1;1;;;;;;;;;;1;;;;;;1;;1;;;;
"8200004612021";"820000461";"2021";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"8200008832021";"820000883";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;1;1
"8200008832023";"820000883";"2023";1;;;;;;;1;;;;;;2;;;;;;2;;;;;;
"8200013782022";"820001378";"2022";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"8200023502022";"820002350";"2022";1;;;;;;;;;;;;1;1;1;;;;;;;;;;;1
"8200032182021";"820003218";"2021";;;;;;;;;;;;;;2;;;2;;;2;1;;;;;
"8200032182023";"820003218";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"8200086882023";"820008688";"2023";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"8300002792021";"830000279";"2021";;;;;;;;;;;;;;8;1;4;4;;;6;;;;;;1
"8300002792022";"830000279";"2022";;;;;;;;;;;;;;5;1;2;1;2;;3;1;;;;;
"8300002792023";"830000279";"2023";3;1;2;1;;;1;;;;;;;2;1;;;;;1;;1;;;;
"8300002872021";"830000287";"2021";;;;;;;;;;;;;;7;;2;;1;;1;1;;;;1;2
"8300002872022";"830000287";"2022";;;;;;;;;;;;;;7;1;2;1;1;;3;2;;;;;
"8300002872023";"830000287";"2023";2;;;;;;2;;;;;;;2;;;2;;1;2;;;;;;
"8300002952021";"830000295";"2021";;;;;;;;;;;;;;3;;1;2;;;2;;;;;;
"8300002952022";"830000295";"2022";;;;;;;;;;;;;;5;1;2;4;1;;3;;;;;;
"8300002952023";"830000295";"2023";3;;2;2;;;1;;;;;;;;;;;;;;;;;;;
"8300003032022";"830000303";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8300003112021";"830000311";"2021";;;;;;;;;;;;;;7;1;2;3;;;2;;;;;1;1
"8300003112022";"830000311";"2022";;;;;;;;;;;;;;11;;4;6;;1;8;;;;;;
"8300003112023";"830000311";"2023";3;;1;1;;;3;;;;;;;7;;5;2;;;6;;;;;;
"8300003372021";"830000337";"2021";;;;;;;;;;;;;;4;;2;2;;;1;;;;;;1
"8300003372022";"830000337";"2022";;;;;;;;;;;;;;3;1;1;1;;;2;;1;;;;
"8300003372023";"830000337";"2023";1;;;;;;1;;;;;;;1;;1;;;;;;;;;;
"8300003452021";"830000345";"2021";1;;;1;;;1;;;;;;;13;;5;5;;1;5;2;1;;;;3
"8300003452022";"830000345";"2022";;;;;;;;;;;;;;15;;4;7;;;7;4;;;;;
"8300003452023";"830000345";"2023";2;;1;;;;1;;;;;;;15;;3;5;;;11;;;;;;
"8300003522021";"830000352";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;
"8300006002021";"830000600";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300006002022";"830000600";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300006002023";"830000600";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8300006002024";"830000600";"2024";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8300038772022";"830003877";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300038772023";"830003877";"2023";1;;;;;;;;1;;;;;2;;;;;;2;;;;;;
"8300039682022";"830003968";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300039682023";"830003968";"2023";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8300039842021";"830003984";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300040652021";"830004065";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8300043392022";"830004339";"2022";;;;;;;;;;;;;;1;1;1;;1;;;;;;;;
"8300043392023";"830004339";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300045292023";"830004529";"2023";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8300046282022";"830004628";"2022";;;;;;;;;;;;;;2;1;1;;;;1;;;;;;
"8300046282023";"830004628";"2023";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8300055182022";"830005518";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8300056092022";"830005609";"2022";1;;;;1;;1;;;;;;;;;;;;;;;;;;;
"8300056092023";"830005609";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8300064902021";"830006490";"2021";;;;;;;;;;;;;;1;;;;;;;;1;;;;1
"8300069612023";"830006961";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300076622023";"830007662";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300079282022";"830007928";"2022";;;;;;;;;;;;;;2;;1;;1;;1;;;1;;;
"8300090072021";"830009007";"2021";;;;;;;;;;;;;;1;;;;;;;;1;;;;1
"8300097182022";"830009718";"2022";;;;;;;;;;;;;;2;1;;;;;2;1;;;;;
"8300099082022";"830009908";"2022";;;;;;;;;;;;;;2;;;;;;1;1;;;;;
"8300109482021";"830010948";"2021";;;;;;;;;;;;;;1;;;;;1;1;;;;;;
"8300111282023";"830011128";"2023";;;;;;;;;;;;;;2;;2;;;;1;;;;;;
"8300112192021";"830011219";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8300112192022";"830011219";"2022";;;;;;;;;;;;;;2;;2;;;;2;;;;;;
"8300112192023";"830011219";"2023";;;;;;;;;;;;;;1;1;1;1;;;1;;;;;;
"8300113182021";"830011318";"2021";;;;;;;;;;;;;;1;;1;;;;1;1;;;;;1
"8300113182022";"830011318";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8300114582023";"830011458";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8300115992022";"830011599";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300116982021";"830011698";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300117482021";"830011748";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8300137692023";"830013769";"2023";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8300144782024";"830014478";"2024";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8300153192021";"830015319";"2021";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"8300159882023";"830015988";"2023";;;;;;;;;;;;;;1;;;1;;;;1;;;;;
"8300162592022";"830016259";"2022";1;;;;;;;;;;;;;;;;;;;;;;;;;
"8300162592023";"830016259";"2023";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"8300163092023";"830016309";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8300163412023";"830016341";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8300164082021";"830016408";"2021";;;;;;;;;;;;;;2;;;;;;2;;;;;;1
"8300164082022";"830016408";"2022";1;;1;;;;;;;;;;;1;;1;;;;;;;;;;
"8300164082023";"830016408";"2023";1;;;;;;1;;;;;;;1;;1;;;;;;;;;;
"8300165312023";"830016531";"2023";;;;;;;;;;;;;;2;;1;;;;2;;;;;;
"8300165562021";"830016556";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8300166892021";"830016689";"2021";;;;;;;;;;;;;;2;1;2;1;1;;;;;;;;
"8300166892023";"830016689";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8300169862022";"830016986";"2022";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"8300170342021";"830017034";"2021";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;1
"8300171172022";"830017117";"2022";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;
"8300171172023";"830017117";"2023";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8300171332023";"830017133";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8300171662023";"830017166";"2023";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"8300174142023";"830017414";"2023";;;;;;;;;;;;;;1;;;;;;1;1;;;;;
"8300174302021";"830017430";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300174972022";"830017497";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300177112022";"830017711";"2022";1;;;;1;;1;;;;;;;1;;1;1;;;1;1;;;;;
"8300178512022";"830017851";"2022";;;;;;;;;;;;;;1;;1;;;;;1;;;;;
"8300179432023";"830017943";"2023";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"8300180732022";"830018073";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8300181232022";"830018123";"2022";;;;;;;;;;;;;;2;1;1;;;;1;;;;;;
"8300181562022";"830018156";"2022";;;;;;;;;;;;;;1;1;;;;;1;;;;;;
"8300181722023";"830018172";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"8300187682023";"830018768";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300192122021";"830019212";"2021";;;;;;;;;;;;;;1;1;1;1;;;;1;;;;;1
"8300200122021";"830020012";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;
"8300200122023";"830020012";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300206992023";"830020699";"2023";1;;;1;;;;;1;;;;;1;;;;;;;;1;;;;
"8300207312023";"830020731";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"8300209212023";"830020921";"2023";;;;;;;;;;;;;;2;2;1;;;;;;;;;;
"8300212342022";"830021234";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300212832022";"830021283";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"8300213172021";"830021317";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8300246342022";"830024634";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300251022022";"830025102";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8300251282022";"830025128";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8300258392023";"830025839";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8301000122021";"830100012";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301000122022";"830100012";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301000122023";"830100012";"2023";1;;;;;;1;;;;;;;1;;;;;;;1;;;;;
"8301000462021";"830100046";"2021";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;
"8301000462023";"830100046";"2023";3;1;3;;1;;2;;;;;;;1;;;;1;;1;;;;;;
"8301000532023";"830100053";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8301000612022";"830100061";"2022";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8301000872021";"830100087";"2021";;;;;;;;;;;;;;2;;1;1;;;;;;;;;1
"8301000872022";"830100087";"2022";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"8301000872023";"830100087";"2023";;;;;;;;;;;;;;2;;1;1;;;2;;;;;;
"8301001032022";"830100103";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8301001032023";"830100103";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301002512021";"830100251";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"8301002512022";"830100251";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8301002512023";"830100251";"2023";1;;;1;;;1;;;;;;;1;;;;;;1;;;;;;
"8301003192021";"830100319";"2021";;;;;;;;;;;;;;5;1;1;2;1;;2;;1;;;;
"8301003192022";"830100319";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301003192023";"830100319";"2023";1;;;;;;;;;;;1;;2;;2;;;;1;1;;;;;
"8301003352021";"830100335";"2021";;;;;;;;;;;;;;1;;1;1;1;;1;1;;;;;
"8301003352022";"830100335";"2022";;;;;;;;;;;;;;1;;;1;;1;;;;;;;
"8301003682022";"830100368";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301003922021";"830100392";"2021";;;;;;;;;;;;;;1;;1;;;;;;1;;;;1
"8301004342021";"830100434";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;1
"8301004422023";"830100442";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301004422024";"830100442";"2024";;;;;;;;;;;;;;1;;1;;;;1;1;;;;;
"8301004592022";"830100459";"2022";;;;;;;;;;;;;;2;;1;;;;2;;;;;;
"8301004752021";"830100475";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301004752022";"830100475";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8301004752023";"830100475";"2023";1;;1;;;;;;;;;;;1;;;;;1;;;;;;;
"8301005582023";"830100558";"2023";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"8301005742021";"830100574";"2021";;;;;;;;;;;;;;3;1;;3;1;;;;;;;;
"8301005742022";"830100574";"2022";1;;;1;;;1;;;;;;;5;;2;2;2;;2;;1;;;;
"8301005742023";"830100574";"2023";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8301006082022";"830100608";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8301006242021";"830100624";"2021";;;;;;;;;;;;;;2;;1;1;;;1;;;;;;
"8301006242023";"830100624";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8301006322022";"830100632";"2022";;;;;;;;;;;;;;1;1;;1;;;;;;;;;
"8301006652021";"830100665";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301006732021";"830100673";"2021";1;;;1;;;;;;;;;;2;;1;;;;1;;;;;;
"8301006812022";"830100681";"2022";;;;;;;;;;;;;;3;;1;;1;;2;;;;;;
"8301007642021";"830100764";"2021";;;;;;;;;;;;;;2;;;;;;1;2;;;;;
"8301007642023";"830100764";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8301008062021";"830100806";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8301008062022";"830100806";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"8301008062023";"830100806";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"8301008142021";"830100814";"2021";;;;;;;;;;;;;;2;;;2;;;1;;;;;;
"8301008142022";"830100814";"2022";;;;;;;;;;;;;;2;;;;;;2;;;;;;
"8301008552021";"830100855";"2021";;;;;;;;;;;;;;2;;1;1;1;;;;;;;;1
"8301008552022";"830100855";"2022";;;;;;;;;;;;;;2;;;2;1;;1;1;;;;;1
"8301008552023";"830100855";"2023";1;1;;;;;1;;;;;;;2;;1;2;;;2;;;;;;
"8301012342022";"830101234";"2022";;;;;;;;;;;;;;3;2;;;;;1;;;;;;
"8301012422023";"830101242";"2023";;;;;;;;;;;;;;1;1;;1;;;;;;;;;
"8301012912022";"830101291";"2022";;;;;;;;;;;;;;1;1;;;;;1;;;;;;
"8301012912023";"830101291";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8301014082022";"830101408";"2022";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"8301014082023";"830101408";"2023";2;;;1;;;1;;;;;;;1;;;;;;1;;;;;;
"8301014652023";"830101465";"2023";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8301014732023";"830101473";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"8301014812021";"830101481";"2021";;;;;;;;;;;;;;1;1;1;;;;;;;;;;
"8301015072021";"830101507";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8301015072023";"830101507";"2023";1;1;;;;;;;;;;;;1;;1;;;;1;;;;;;
"8301017882022";"830101788";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8301032892023";"830103289";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8302001682022";"830200168";"2022";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"8302001682023";"830200168";"2023";;;;;;;;;;;;;;2;1;1;1;;;;;;;;;
"8302001762021";"830200176";"2021";;;;;;;;;;;;;;2;;;;;;;1;1;;;;
"8302001762022";"830200176";"2022";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"8302002262021";"830200226";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"8302002262022";"830200226";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"8302002262023";"830200226";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302004082021";"830200408";"2021";;;;;;;;;;;;;;2;1;2;2;;;1;;;;;;
"8302004652023";"830200465";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"8302005072022";"830200507";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"8302005072023";"830200507";"2023";1;;1;1;;;1;;;;;;;;;;;;;;;;;;;
