"FINESS";"NATURE_PRINCIPALE";"ANNEE_RECEPTION";"NB_EIGS_EN_COURS";"NB_EIGS_CLOTURE";"NB_EIAS_EN_COURS";"NB_EIAS_CLOTURE";"NB_EI_EN_COURS";"NB_EI_CLOTURE"
"760802892";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"760802942";Fausse route;"2023";1;0;0;0;0;0
"760802975";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"760802991";Autre prise en charge;"2023";1;0;0;0;0;0
"760802991";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;0
"760802991";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"760804773";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"760805770";Chute;"2022";0;0;0;1;0;0
"760805770";Infection Invasive à Méningocoque (IIM);"2023";0;0;0;0;0;0
"760805770";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"760805770";Listériose;"2022";0;0;0;0;0;0
"760805770";Légionellose;"2023";0;0;0;0;0;0
"760805770";Orthopoxviroses dont variole;"2022";0;0;0;0;0;0
"760805770";Prise en charge des cancers;"2021";0;1;0;0;0;0
"760805770";Toxi-Infection Alimentaire Collective (TIAC);"2021";0;0;0;0;0;0
"760805770";Tuberculose;"2023";0;0;0;0;0;0
"760913616";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"760913624";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"760913624";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;0
"760913731";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"760914440";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"760914531";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"760915173";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"760915405";Absenteisme;"2023";0;0;0;0;0;1
"760915579";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;0
"760915967";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"760916312";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"760917773";Inondations et fortes pluies;"2021";0;0;0;0;0;0
"760918052";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"760918250";Evénements/incidents dans une structure autres;"2021";0;0;0;0;0;1
"760919035";Chute;"2023";1;0;0;0;0;0
"760919076";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"760919829";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;0
"760919829";Prise en charge en urgence;"2022";0;0;0;0;0;0
"760919829";Prise en charge médicamenteuse;"2023";0;0;0;1;0;0
"760920066";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"760920298";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"760920702";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770000131";Fugue SDRE/SDJ/SDT;"2022";0;0;1;0;0;0
"770000131";Légionellose;"2022";0;0;0;0;0;0
"770000131";Suicide;"2021";0;1;0;0;0;0
"770000131";Tuberculose;"2021";0;0;0;0;0;0
"770000149";Hépatite A;"2022";0;0;0;0;0;0
"770000149";Infection Invasive à Méningocoque (IIM);"2022";0;0;0;0;0;0
"770000149";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"770000149";Légionellose;"2022";0;0;0;0;0;0
"770000149";Paludisme d'importation dans les DOM;"2022";0;0;0;0;0;0
"770000149";Prise en charge pédiatrique;"2022";0;1;0;0;0;0
"770000149";Prise en charge périnatale;"2021";0;0;0;1;0;0
"770000149";Radiovigilance;"2022";0;0;0;0;0;0
"770000149";Tensions sur l'offre;"2022";0;0;0;0;1;3
"770000149";Tuberculose;"2022";0;0;0;0;0;0
"770000156";Autre prise en charge;"2022";0;1;0;0;0;0
"770000156";Autres signaux;"2021";0;0;0;0;0;0
"770000156";Fièvre typhoïde et fièvre paratyphoïde;"2023";0;0;0;0;0;0
"770000156";Fugue SDRE/SDJ/SDT;"2022";0;0;1;0;0;0
"770000156";Infection Invasive à Méningocoque (IIM);"2021";0;0;0;0;0;0
"770000156";Infection associée aux soins (IAS) en ES;"2022";0;0;0;9;0;0
"770000156";Infection invasive à streptocoques A;"2023";0;0;0;0;0;0
"770000156";Listériose;"2022";0;0;0;0;0;0
"770000156";Légionellose;"2023";0;0;0;0;0;0
"770000156";Maladie autres;"2021";0;0;0;0;0;0
"770000156";Orthopoxviroses dont variole;"2022";0;0;0;0;0;0
"770000156";Prise en charge chirurgicale;"2023";0;0;0;1;0;0
"770000156";Prise en charge diagnostique;"2022";0;1;0;0;0;0
"770000156";Prise en charge en urgence;"2023";2;0;0;0;0;0
"770000156";Prise en charge médicamenteuse;"2021";0;0;0;1;0;0
"770000156";Prise en charge périnatale;"2023";1;3;0;0;0;0
"770000156";Suicide;"2021";0;1;0;0;0;0
"770000156";Suspicion Creutzfeldt Jacob et autres encéphalopathies subaiguës spongiformes transmissibles humaines;"2023";0;0;0;0;0;0
"770000156";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"770000156";Tuberculose;"2022";0;0;0;0;0;0
"770000164";Hépatite A;"2023";0;0;0;0;0;0
"770000164";Prise en charge périnatale;"2022";0;1;0;0;0;0
"770000164";Tensions sur l'offre;"2021";0;0;0;0;1;0
"770000164";Tuberculose;"2021";0;0;0;0;0;0
"770000172";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770000172";Infection associée aux soins (IAS) en ES;"2021";0;0;0;1;0;0
"770000172";Légionellose;"2021";0;0;0;0;0;0
"770000172";Prise en charge en urgence;"2023";2;0;0;0;0;0
"770000172";Tensions sur l'offre;"2023";0;0;0;0;0;1
"770000214";Acte(s) de violence autres;"2021";0;0;0;0;0;1
"770000214";Autre prise en charge;"2023";0;0;1;0;0;0
"770000214";Prise en charge en urgence;"2021";0;0;0;1;0;0
"770000214";Tuberculose;"2022";0;0;0;0;0;0
"770000230";Autre prise en charge;"2023";1;1;0;0;0;0
"770000230";Légionellose;"2021";0;0;0;0;0;0
"770000420";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770000420";Autre prise en charge;"2022";0;1;0;0;0;0
"770000420";Prise en charge chirurgicale;"2023";1;0;0;0;0;0
"770000420";Risques chimiques;"2021";0;0;0;0;0;0
"770000446";Autre prise en charge;"2023";2;0;0;0;0;0
"770000446";Fièvre typhoïde et fièvre paratyphoïde;"2022";0;0;0;0;0;0
"770000446";Hépatite A;"2022";0;0;0;0;0;0
"770000446";Infection Invasive à Méningocoque (IIM);"2021";0;0;0;0;0;0
"770000446";Prise en charge chirurgicale;"2023";3;1;0;0;0;0
"770000446";Prise en charge psychiatrique;"2021";1;0;0;0;0;0
"770000446";Prise en charge périnatale;"2022";1;0;0;0;0;0
"770000446";Radiovigilance;"2022";0;0;0;0;0;0
"770000446";Tensions sur l'offre;"2023";0;0;0;0;0;1
"770000446";Tuberculose;"2023";0;0;0;0;0;0
"770001287";Maltraitance;"2022";0;0;0;0;0;1
"770001287";Sinistres;"2022";0;0;0;0;0;1
"770001311";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770001311";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770001311";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770001311";Maltraitance;"2022";0;0;0;0;0;1
"770001311";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770001311";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;2
"770001345";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"770001469";Défaillances techniques;"2023";0;0;0;0;0;1
"770001469";Maltraitance;"2022";0;0;0;0;0;1
"770002228";Autre prise en charge;"2023";1;0;0;0;0;0
"770002228";Evénements/incidents dans une structure autres;"2021";0;0;0;0;0;1
"770002228";Situations conflictuelles avec un ou des tiers;"2021";0;0;0;0;0;1
"770002269";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770002848";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770002848";Sécurité des réseaux et cyberattaques;"2021";0;0;0;0;1;0
"770002988";Acte(s) de violence à caractère sexuel;"2021";0;0;0;0;0;1
"770003028";Maltraitance;"2022";0;0;0;0;0;2
"770003069";Maltraitance;"2022";0;0;0;0;0;1
"770003168";Acte(s) de violence autres;"2021";0;0;0;0;0;1
"770003168";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770003168";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;2
"770003168";Fausse route;"2023";1;0;0;0;0;0
"770003275";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770003341";Maltraitance;"2023";0;0;0;0;0;1
"770003382";Coronavirus (dont MERS-CoV);"2021";0;0;0;0;0;0
"770003390";Maltraitance;"2023";0;0;0;0;1;0
"770003408";Chute;"2022";1;0;0;0;0;0
"770003408";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"770003424";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;2;0;0
"770003473";Sécurité des établissements et des organismes;"2022";0;0;0;0;0;1
"770004109";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"770004109";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770005668";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770005668";Chute;"2022";0;1;0;1;0;0
"770005668";Tensions sur l'offre;"2021";0;0;0;0;1;0
"770005999";Hors champ de compétence de l’ARS;"2023";0;0;0;0;0;0
"770006138";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770006369";Vols et fraudes sur des produits de santé;"2023";0;0;0;0;0;1
"770006518";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"770006518";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770006518";Fausse route;"2022";0;1;0;0;0;0
"770006559";Chute;"2023";0;0;0;1;0;0
"770006559";Défaillances techniques;"2022";0;0;0;0;1;0
"770006559";Maltraitance;"2023";0;0;0;0;0;1
"770006559";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770008399";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770009728";Autres signaux;"2022";0;0;0;0;0;0
"770009728";Parcours/Coopération interprofessionnelle;"2022";0;0;1;0;0;0
"770009918";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770009918";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"770009918";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770011898";Radiovigilance;"2023";0;0;0;0;0;0
"770013092";Acte(s) de violence autres;"2023";0;0;0;0;0;2
"770013092";Tentative de suicide;"2023";0;0;0;2;0;0
"770013357";Acte(s) de violence autres;"2022";0;0;0;0;0;2
"770013357";Fausse route;"2022";0;0;0;1;0;0
"770013357";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770013357";Maltraitance;"2023";0;0;0;0;0;2
"770013969";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770013969";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770013969";Maltraitance;"2023";0;0;0;0;0;1
"770013969";Sécurité des établissements et des organismes;"2022";0;0;0;0;0;1
"770014579";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770014819";Evénements/incidents dans une structure autres;"2022";0;0;0;0;1;0
"770014868";Hors champ de compétence de l’ARS;"2022";0;0;0;0;0;0
"770015105";Mouvements sociaux;"2023";0;0;0;0;0;1
"770015147";Maltraitance;"2023";0;0;0;0;0;1
"770015188";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770015188";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770015188";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;1
"770015188";Maltraitance;"2023";0;0;0;0;1;0
"770015188";Sécurité des établissements et des organismes;"2023";0;0;0;0;0;1
"770015188";Tentative de suicide;"2021";0;0;0;1;0;0
"770015196";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"770015360";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;0
"770015386";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770015386";Acte(s) de violence à caractère sexuel;"2021";0;0;0;0;0;1
"770015386";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;4;0;0
"770015543";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"770015543";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2021";0;0;0;1;0;0
"770015774";Gale;"2022";0;0;0;0;0;0
"770015782";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770015782";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2021";0;0;0;1;0;0
"770015782";Sinistres;"2022";0;0;0;0;1;0
"770015782";Sécurité des réseaux et cyberattaques;"2022";0;0;0;0;1;0
"770016087";Prise en charge médicamenteuse;"2021";0;1;0;0;0;0
"770016327";Gale;"2022";0;0;0;0;0;0
"770016459";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"770016459";Prise en charge médicamenteuse;"2023";0;0;0;1;0;0
"770016491";Autre prise en charge;"2023";1;0;0;0;0;0
"770016491";Infection associée aux soins (IAS) en ES;"2021";0;0;0;1;0;0
"770016590";Acte(s) de violence autres;"2023";0;0;0;0;0;2
"770016590";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770016632";Choléra;"2023";0;0;0;0;0;0
"770016731";Acte(s) de violence autres;"2023";0;0;0;0;0;4
"770016731";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770016939";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"770016939";Autre prise en charge;"2023";1;0;0;0;0;0
"770016939";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770016939";Défaillances techniques;"2023";0;0;0;0;0;1
"770016939";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"770016939";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770016939";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;4
"770016939";Tensions sur l'offre;"2022";0;0;0;0;1;0
"770016939";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"770017291";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770017291";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"770017291";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;2
"770017341";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;2;0;0
"770017358";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770017358";Prise en charge en urgence;"2023";0;0;1;0;0;0
"770017689";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;2
"770017705";Coronavirus (dont MERS-CoV);"2023";0;0;0;0;0;0
"770017804";Infection associée aux soins (IAS) hors ES;"2023";0;0;0;1;0;0
"770017804";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;1;1
"770017804";Sécurité des établissements et des organismes;"2023";0;0;0;0;0;1
"770018042";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;2
"770018067";Mouvements sociaux;"2023";0;0;0;0;0;1
"770018158";Acte(s) de violence autres;"2021";0;0;0;0;0;1
"770018224";Acte(s) de violence autres;"2022";0;0;0;0;0;2
"770018224";Sécurité des établissements et des organismes;"2022";0;0;0;0;1;0
"770018224";Tensions sur l'offre;"2023";0;0;0;0;3;2
"770018729";Acte(s) de violence autres;"2022";0;0;0;0;0;2
"770018729";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"770019032";Autre prise en charge;"2022";2;1;0;0;0;0
"770019032";Fugue SDRE/SDJ/SDT;"2023";0;0;0;1;0;0
"770019032";Infection Invasive à Méningocoque (IIM);"2023";0;0;0;0;0;0
"770019032";Listériose;"2022";0;0;0;0;0;0
"770019032";Légionellose;"2021";0;0;0;0;0;0
"770019032";Mésothéliome;"2022";0;0;0;0;0;0
"770019032";Prise en charge en urgence;"2021";0;1;0;0;0;0
"770019032";Radiovigilance;"2022";0;0;0;0;0;0
"770019032";Sécurité des réseaux et cyberattaques;"2022";0;0;0;0;1;0
"770019032";Toxi-Infection Alimentaire Collective (TIAC);"2022";0;0;0;0;0;0
"770019032";Tuberculose;"2022";0;0;0;0;0;0
"770019032";Tularémie;"2021";0;0;0;0;0;0
"770019339";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770019339";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;1
"770019339";Prise en charge en urgence;"2023";1;0;0;0;0;0
"770019339";Prise en charge médicamenteuse;"2023";0;0;0;1;0;0
"770019396";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;0;1;0;0
"770019396";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;2
"770019644";Sinistres;"2023";0;0;0;0;0;1
"770020477";Infection associée aux soins (IAS) en ES;"2022";0;0;0;1;0;0
"770020634";Expositions environnementales autres;"2022";0;0;0;0;0;0
"770020899";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2021";0;0;0;1;0;0
"770021087";Hors champ de compétence de l’ARS;"2022";0;0;0;0;0;0
"770021350";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"770021392";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"770021392";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770021392";Défaillances techniques;"2022";0;0;0;0;1;0
"770022689";Autre prise en charge;"2023";0;0;0;1;0;0
"770022713";Autre prise en charge;"2023";0;0;0;1;0;0
"770023091";Sinistres;"2023";0;0;0;0;0;3
"770023620";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"770130060";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"770150027";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770150027";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770150043";Chute;"2023";2;0;0;0;0;0
"770150043";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770300010";Dispositif médical;"2021";0;0;0;1;0;0
"770300010";Listériose;"2023";0;0;0;0;0;0
"770300010";Légionellose;"2022";0;0;0;0;0;0
"770300135";Autre prise en charge;"2023";7;0;0;0;0;0
"770300135";Tuberculose;"2022";0;0;0;0;0;0
"770300218";Autre prise en charge;"2023";1;0;0;0;0;0
"770310027";Tensions sur l'offre;"2022";0;0;0;0;0;1
"770420040";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"770510022";Défaillances techniques;"2022";0;0;0;0;0;1
"770510022";Evénements/incidents dans une structure autres;"2023";0;0;0;0;1;0
"770530012";Sécurité des établissements et des organismes;"2022";0;0;0;0;3;1
"770600013";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;1
"770600013";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"770680015";Maltraitance;"2022";0;0;0;0;0;1
"770690014";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770690014";Chute;"2022";0;0;0;1;0;0
"770690022";Acte(s) de violence autres;"2023";0;0;0;0;1;1
"770690022";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770690022";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770690071";Chute;"2022";0;1;0;1;0;0
"770690154";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770690196";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770690204";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770690220";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;2
"770690220";Mouvements sociaux;"2023";0;0;0;0;0;2
"770690220";Prise en charge en urgence;"2023";0;0;0;1;0;0
"770690238";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770690238";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"770690253";Acte(s) de violence autres;"2023";0;0;0;0;0;3
"770690279";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770690279";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;1
"770690287";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770690287";Mouvements sociaux;"2023";0;0;0;0;1;1
"770690295";Prise en charge médicamenteuse;"2021";0;0;0;1;0;0
"770690303";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"770690303";Maltraitance;"2022";0;0;0;0;0;1
"770690352";Acte(s) de violence autres;"2023";0;0;0;0;0;2
"770690352";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;0;2;0;0
"770690352";Evénements/incidents dans une structure autres;"2023";0;0;0;0;0;3
"770690352";Maltraitance;"2022";0;0;0;0;0;1
"770690352";Tensions sur l'offre;"2022";0;0;0;0;1;0
"770700011";Chute;"2023";2;0;0;0;0;0
"770700144";Autre prise en charge;"2023";1;0;0;0;0;0
"770700144";Chute;"2023";1;0;0;0;0;0
"770700144";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;0;1;0;0
"770700235";Maltraitance;"2022";0;0;0;0;0;1
"770700284";Défaillances techniques;"2023";0;0;0;0;0;1
"770700284";Maltraitance;"2023";0;0;0;0;0;1
"770700763";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770700763";Evénements/incidents dans une structure autres;"2022";0;0;0;0;0;1
"770700763";Parcours/Coopération interprofessionnelle;"2022";0;0;0;1;0;0
"770700961";Sécurité des établissements et des organismes;"2022";0;0;0;0;0;1
"770700987";Défaillances techniques;"2023";0;0;0;0;0;2
"770700987";Tensions sur l'offre;"2022";0;0;0;0;1;0
"770701019";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770701050";Evénements/incidents dans une structure autres;"2022";0;0;0;0;1;0
"770701050";Tensions sur l'offre;"2022";0;0;0;0;1;0
"770701068";Autre prise en charge;"2022";1;0;0;0;0;0
"770701092";Défaillances techniques;"2022";0;0;0;0;0;0
"770701092";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"770701118";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770701118";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;1;0;0
"770707586";Maltraitance;"2021";0;0;0;0;0;1
"770790095";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770790095";Défaillances techniques;"2022";0;0;0;0;0;2
"770790095";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770790095";Maltraitance;"2022";0;0;0;0;0;1
"770790103";Acte(s) de violence à caractère sexuel;"2021";0;0;0;0;0;1
"770790103";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770790574";Fausse route;"2023";1;0;0;0;0;0
"770790574";Maltraitance;"2023";0;0;0;0;0;1
"770790616";Situations conflictuelles avec un ou des tiers;"2021";0;0;0;0;0;1
"770790707";Autres signaux;"2023";0;0;0;0;0;0
"770790707";Légionellose;"2021";0;0;0;0;0;0
"770790707";Prise en charge périnatale;"2023";3;0;0;0;0;0
"770790707";Tensions sur l'offre;"2023";0;0;0;0;0;2
"770790723";Acte(s) de violence autres;"2023";0;0;0;0;1;0
"770790723";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;0;1
"770790723";Prise en charge médicamenteuse;"2021";0;0;0;1;0;0
"770790749";Acte(s) de violence autres;"2021";0;0;0;0;0;1
"770790749";Tensions sur l'offre;"2022";0;0;0;0;0;1
"770800167";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770800167";Autre prise en charge;"2022";0;0;0;2;0;0
"770800167";Maltraitance;"2022";0;0;0;0;0;2
"770800167";Tensions sur l'offre;"2021";0;0;0;0;1;0
"770802072";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770802106";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770802635";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"770802635";Défaillances techniques;"2022";0;0;0;0;1;0
"770802635";Identitovigilance;"2022";0;0;0;0;0;0
"770802635";Maltraitance;"2021";0;0;0;0;0;1
"770802635";Situations conflictuelles avec un ou des tiers;"2022";0;0;0;0;0;1
"770802635";Sécurité des établissements et des organismes;"2023";0;0;0;0;0;1
"770802635";Tentative de suicide;"2023";0;0;0;2;0;0
"770802650";Acte(s) de violence autres;"2022";0;0;0;0;0;1
"770802650";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770802650";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2022";0;0;0;2;0;0
"770802650";Vols et fraudes sur des produits de santé;"2021";0;0;0;0;0;1
"770802668";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770802668";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2021";0;0;0;1;0;0
"770802668";Fausse route;"2023";1;0;0;0;0;0
"770802668";Tentative de suicide;"2021";0;0;0;1;0;0
"770802718";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"770802726";Gale;"2022";0;0;0;0;0;0
"770802726";Tensions sur l'offre;"2022";0;0;0;0;0;1
"770802775";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770803377";IRA - Infection Respiratoire Aigue_V1;"2023";0;0;0;0;0;0
"770803377";Maltraitance;"2022";0;0;0;0;0;1
"770803377";Présence de Légionelles;"2022";0;0;0;0;0;0
"770803419";GEA - Gastro-entérite Aigue;"2022";0;0;0;0;0;0
"770803427";Chute;"2023";1;0;1;0;0;0
"770803427";GEA - Gastro-entérite Aigue;"2021";0;0;0;0;0;0
"770803443";Autres signaux;"2022";0;0;0;0;0;0
"770803450";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770803450";Maltraitance;"2023";0;0;0;0;0;1
"770803468";Disparition inquiétante et fugues (Hors SDRE/SDJ/SDT);"2023";0;0;0;1;0;0
"770803468";Sinistres;"2022";0;0;0;0;0;1
"770803468";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;1
"770803492";Acte(s) de violence à caractère sexuel;"2022";0;0;0;0;0;1
"770803492";Maltraitance;"2022";0;0;0;0;0;1
"770803492";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770803534";Evénements/incidents dans une structure autres;"2022";0;0;0;0;1;0
"770803575";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770803575";Tentative de suicide;"2022";0;0;0;1;0;0
"770803591";Autre prise en charge;"2022";0;0;0;0;0;0
"770803740";Acte(s) de violence autres;"2023";0;0;0;0;0;1
"770803740";Expositions environnementales autres;"2021";0;0;0;0;0;0
"770808673";Acte(s) de violence à caractère sexuel;"2023";0;0;0;0;1;0
"770808673";Coronavirus (dont MERS-CoV);"2022";0;0;0;0;0;0
"770808673";GEA - Gastro-entérite Aigue;"2023";0;0;0;0;0;0
"770809218";Maltraitance;"2022";0;0;0;0;0;1
"770810893";Maltraitance;"2023";0;0;0;0;1;0
"770811222";Autre prise en charge;"2023";0;0;1;0;0;0
"770811222";Prise en charge médicamenteuse;"2022";0;0;0;1;0;0
"770811222";Situations conflictuelles avec un ou des tiers;"2023";0;0;0;0;0;3
"770811305";Toxi-Infection Alimentaire Collective (TIAC);"2023";0;0;0;0;0;0
"770811560";Sécurité des établissements et des organismes;"2023";0;0;0;0;0;1
